Keywords searched,Job title,Date parsed,Company name,Location,Occupation,Job rank,Content,Date published
Data Architect,Senior Global Cloud Architect,2019-11-16,,,100%,Position with responsibilities,"Senior Global Cloud Architect  DESCRIPTION At Amazon Web Services (AWS), we’re hiring highly technical cloud computing architects to help our partners develop technical expertise and capacity, while also collaborating with our customers and partners on key engagements. Our consultants will deliver proof-of-concept projects, topical workshops, and lead implementation projects. These professional services engagements will focus on key customer solutions such as, web applications, enterprise applications, HPC, batch processing and big data, archiving and disaster recovery, education and government.Professional Services engage in a wide variety of projects for customers and partners, providing collective experience from across the AWS customer base and are obsessed about strong success for the Customer. Our team collaborates across the entire AWS organization to bring access to product and service teams, to get the right solution delivered and drive feature innovation based upon customer needs.    BASIC QUALIFICATIONS · 5+ or more years of IT implementation experience· Implementing experience with primary AWS services (EC2, ELB, RDS, Route53 & S3).· Leading highly-available and fault-tolerant enterprise and web-scale software deployments.· Infrastructure automation through DevOps scripting (E.g. shell, Python, Ruby, Powershell).· Configuration management using CloudFormation, Chef & Puppet.· Extended travel to customer locations may be required to sell and deliver professional services as needed     PREFERRED QUALIFICATIONS · AWS Experience· Strong verbal and written communication skills, with the ability to work effectively across internal and external organizations.· Strong practical Linux and Windows-based systems administration skills in a Cloud or Virtualized environment.· Experience managing data center operations, including data assurance, monitoring, alerting and notifications.· Customer facing skills to represent AWS well within the customer’s environment and drive discussions with senior personnel regarding trade-offs, best practices, project management and risk mitigation· Demonstrated ability to think strategically about business, product, and technical challenges· Deep hands-on experience leading the design, development and deployment of business software at scale or current hands on technology infrastructure, network, compute, storage, and virtualization experience· Proven experience with software development life cycle (SDLC) and agile/iterative methodologies required· Integration of AWS cloud services with on-premise technologies from Microsoft, IBM, Oracle, HP, SAP etc.· Experience with IT compliance and risk management requirements (eg. security, privacy, SOX, HIPAA etc.)    Display original ad",16.05.2019
Data Architect,Senior Digital System Architect,2019-11-16,ams International AG,Rapperswil SG,100%,Position with responsibilities,"Senior Digital System Architect    Senior Digital System Architect        Job no. 004536   Position Type Research & Development   Working time  Regular Fulltime    Place of employment Rueschlikon   What we offer:             Apply     Your tasks and responsibilities  • Developing of innovative digital architectures for 3D image sensors design with a high degree of independence • Develop digital solutions for on-chip data handling, FPGA-based modelling of the complete sensor architecture • Develop innovative solutions for design verification for complex SoC featuring SW-on-top, multi-core processing and mixed-signal circuits • Digital, Analog/Mixed-Signal Circuit design, simulation and verification of complex system-on-chip • Support to layout design and IC characterization during debugging of developed IPs • Provide comprehensive design specification documentation • Simulations and modelling of complete digital architecture, with SW-on-top, performance prediction and optimization of system parameters • Play a key role in defining next-generation 3D imaging products As a member of our team, the candidate will have a wide and varying set of responsibilities as our organization grows and evolves. These may include: • Work with cross-functional team on the development of highly innovative 3D imaging systems for mobile market • Contributing to the ongoing creation of a positive, productive work environment    Your education and experiences  Candidates must have more than 4 years of hands-on experience in developing digital architectures/circuits/solutions preferably for imaging systems, familiarity with large ICs/system-on-chip specifications, architectures and designs including direct experience in converting customer requirements into detailed digital technical specifications. • Master/PhD in Electronic Engineering or a similar discipline • Strong experience and background in Digital IC design, preferably in the field of image sensors/sensors • Solid experience in digital IC design and simulations SW tools (Cadence, Synopsys) • Profound understanding of RTL design in VHDL, simulation, synthesis, and place & route of digital building blocks • Knowledge of the whole IC design flows would be an advantage: IC architecture design and simulations, IPs selection, RTL design, functional verification, low-power/small-area design, physical design, device validation, characterization and qualification. • Familiarity with on-chip bus architectures, embedded processors, software and hardware debug support and modelling data flows at the chip level including mixed-signal circuits modelling • Familiarity with the major semiconductor process nodes • Experience in system design for 3D imaging systems and image sensors will be an advantage • Innovative attitude and self-motivate • Strong attitude to team working        Display original ad",11.10.2019
Data Architect,Senior Digital System Architect,2019-11-16,,,100%,Position with responsibilities,"Senior Digital System Architect    Senior Digital System Architect        Job no. 004536   Position Type Research & Development   Working time  Regular Fulltime    Place of employment Rueschlikon   What we offer:             Apply     Your tasks and responsibilities  • Developing of innovative digital architectures for 3D image sensors design with a high degree of independence • Develop digital solutions for on-chip data handling, FPGA-based modelling of the complete sensor architecture • Develop innovative solutions for design verification for complex SoC featuring SW-on-top, multi-core processing and mixed-signal circuits • Digital, Analog/Mixed-Signal Circuit design, simulation and verification of complex system-on-chip • Support to layout design and IC characterization during debugging of developed IPs • Provide comprehensive design specification documentation • Simulations and modelling of complete digital architecture, with SW-on-top, performance prediction and optimization of system parameters • Play a key role in defining next-generation 3D imaging products As a member of our team, the candidate will have a wide and varying set of responsibilities as our organization grows and evolves. These may include: • Work with cross-functional team on the development of highly innovative 3D imaging systems for mobile market • Contributing to the ongoing creation of a positive, productive work environment    Your education and experiences  Candidates must have more than 4 years of hands-on experience in developing digital architectures/circuits/solutions preferably for imaging systems, familiarity with large ICs/system-on-chip specifications, architectures and designs including direct experience in converting customer requirements into detailed digital technical specifications. • Master/PhD in Electronic Engineering or a similar discipline • Strong experience and background in Digital IC design, preferably in the field of image sensors/sensors • Solid experience in digital IC design and simulations SW tools (Cadence, Synopsys) • Profound understanding of RTL design in VHDL, simulation, synthesis, and place & route of digital building blocks • Knowledge of the whole IC design flows would be an advantage: IC architecture design and simulations, IPs selection, RTL design, functional verification, low-power/small-area design, physical design, device validation, characterization and qualification. • Familiarity with on-chip bus architectures, embedded processors, software and hardware debug support and modelling data flows at the chip level including mixed-signal circuits modelling • Familiarity with the major semiconductor process nodes • Experience in system design for 3D imaging systems and image sensors will be an advantage • Innovative attitude and self-motivate • Strong attitude to team working        Display original ad",11.10.2019
Data Architect,Specialist Azure Infrastructure,2019-11-16,Microsoft Schweiz GmbH,"Petit-Lancy, Geneva",100%,Position with responsibilities,"Specialist Azure Infrastructure  Microsoft is a company where passionate innovators come to collaborate, envision what can be, and take their careers to levels they can't achieve anywhere else. This is a world of more possibilities, more innovation, more openness, and sky's-the-limit thinking -- a cloud-enabled world. At Microsoft we have unique capabilities to meet the needs of both individuals and organizations. We care deeply about taking our ideals and vision around the globe, and to make a difference in peoples' lives and organizations in all corners of the planet. Our mission is to empower every person and every organization on the planet. Are you insatiably curious? Do you embrace uncertainty, take risks, and learn quickly from your mistakes? Do you collaborate well with others, knowing that better solutions come from working together? Do you stand in awe of what humans dare to achieve, and are you motivated every day to empower others to achieve more through technology and innovation? Are you ready to join the team that is at the leading edge of Innovation at Microsoft? To learn more about Microsoft’s mission, please visit: https://careers.microsoft.com/mission-culture Check out all our products at: http://www.microsoft.com/en-us   Responsibilities   As an Azure Infrastructure Specialist, you will be a senior solution sales leader within our enterprise sales organization working with our most important customers. You will lead a virtual team of technical, partner and consulting resources to advance the sales process to achieve/exceed quarterly Windows Server and System Center solution sales and Azure Infrastructure usage/consumption targets for related workloads in your assigned accounts. You will be an Azure and Datacenter Infrastructure subject matter expert. You will build and maintain relationships with customers, influence long-term strategic direction and act as a trusted advisor driving engagement at the CXO level with technology decision makers. You will help customers evaluate their cloud strategy, determine approaches to application and data migration and modernization, and recommend solutions that meet their requirements. You will remove roadblocks to deployment and drive customer satisfaction.   Primary Accountabilities For This Role Include     40% of your time will be spent with customers identifying and surfacing new engagements that align with the customer’s business strategy. You will work with partners and others at Microsoft, as well as use our core tools and targeted account lists to identify and engage prioritized customers. You will be required to be disciplined in business-management, adaptable to a culture of accountability and build a strong and active business network.   40% of your time will be spent on being the key technical leader, trusted advisor and influencer in shaping customer decisions to buy and adopt Microsoft Azure and Datacenter Infrastructure solutions. You will win the customers’ technical decision for sales opportunities and usage scenarios through tailored messaging, engaging with them to show our technology differentiation, and guiding them in decision making. You will lead presentations and solution demonstrations to explain and prove to our largest customers the capabilities of Microsoft Hybrid Datacenter and Infrastructure solutions, and how we can make their businesses more successful.   20% of your time will be spent on influencing the Microsoft Azure Infrastructure and Hybrid Datacenter go-to-market strategies by providing feedback to sales, marketing, and engineering on current and future product requirements and sales blockers. You will be recognized for sharing, learning and driving work that results in business impact for customers, partners and Microsoft. We encourage thought leadership and we encourage all our employees to continuously maintain and enhance their technical, sales, professional skills and competitive readiness. You will therefore be required to attain and maintain required certifications.    Qualifications    Professional     Experience. +7 years’ experience selling business solutions to large/global enterprise customers with a focus on application and infrastructure technologies   Account Management. Effective territory/account management: planning, opportunity qualification and creation, stakeholder and executive communication, needs analysis, value engineering, services/partner engagement, opportunity management, pipeline management, large dollar licensing and deal negotiation   Executive Presence. Experience and expertise selling to senior business decision makers by aligning & reinforcing the value of the solution to the customer’s overall business pain and/or strategic opportunities and decision criteria.  Problem Solver. Ability to solve customer problems through cloud technologies   Collaborative. Orchestrate and influence virtual teams to pursue sales opportunities and lead v-teams through influence   Technical     Azure Platform. Understanding of Microsoft server products and/or complementing solutions. The position requires the ability to articulate and present the business value of Microsoft's solutions and have a firm understanding of Microsoft's strategies and products relative to major Microsoft competitors   Leadership. Experience leading large cloud engagements, especially those involving Infrastructure modernization and migration   Competitive Landscape. Knowledge of enterprise software solutions and cloud and datacenter infrastructure competitor landscape  Partners. Understanding of partner ecosystems and the ability to leverage partner solutions to solve customer needs  Certifications. Azure Admin Associate or Architect         Industry    Vertical expertise. Deep know-how and understanding of the media and telco vertical with +5 years of experience either working in this industry or selling solutoins to this industry.   Media Solutions. Understanding of Microsoft cloud solutions for the media and telco industry. See here: https://azure.microsoft.com/de-de/services/media-services/    Education  Bachelor's degree in Computer Science or a similar information technology-related discipline, MBA preferred, or equivalent experience   Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances.    Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work.  Display original ad",14.11.2019
Data Architect,Systems Architect - Switzerland,2019-11-16,,,100%,Position with responsibilities,"Systems Architect - Switzerland   Cisco seeks an experienced Systems Architect to drive sales opportunities at a major multinational Service Provider, to help them transforming their network architectures, and utilize Cisco's world-class products, technologies and solutions. At Cisco we aim to empower our Service Provider customers to drive profitable business outcomes, crafting many growth opportunities through innovation. We have enabled Service Providers to transform the experience, transform their business and architectures with open and flexible solutions. We use our assets to solve our Service Provider's critical challenges. Do you want to help with this change? In this role you will have chance to lead market transitions in your customer!  What you will do:  You will conduct technical presentations, showcase Cisco products and solutions, set up demonstrations and explain features and benefits to customers. As a trusted partner/advisor to the customer, you will design and configure products to meet specific customer needs. You will gain access to and focus on a wide palette of the Cisco Service Provider Network Portfolio: Routing, Mobility, Automation/Orchestration and Optical You will also deal with opportunities related to customer's use of other technologies in Cisco's portfolio, like Data Centre or Security. In addition to having a solid technical background, including the ability to learn and keep up to date on networking, software enablement, API's, Network Programmability and Virtualization/NFVI. You will need to master the ability of positioning products in the right way to best fulfill the customer expectations and to beat competition. You will work with a wide variety of technologies and will therefore need strong team working and consultative skills and capacities to effectively showcase Cisco products and solutions, demonstrate technical solutions and capabilities, conduct Proof-of-Concept (PoC) tests. You're interpersonal, presentation and troubleshooting skills evoke passion, energy, tenacity and confidence to work across all Cisco Products. You should possess and/or cultivate strong Business Unit relationships, and be able to navigate through Cisco's business groups (Services, Marketing, Architecture and Development Teams) effectively.  Who you'll work with  In this dynamic, customer focused role, you will partner directly with a Solutions Account Manager and an extended team to position complex software and hardware solutions, focused on solving the business and technical problems of our customer. In that capacity you will be part of a multinational account team serving the customer and you will rely on an extended network of Cisco services professionals and Technical teams, with close support of your sales leadership/executives.  Who You Are  The individual will possess relevant technical background in Cisco products related to technical design and implementation of complex secure network architectures based on technologies like Routing, Mobility, Automation or Orchestration. You're seasoned with customer-facing presales engagements, and you easily explain technical concepts and subjects to a variety of audience levels with varied technical backgrounds, at the same time articulating the business value of those technical topics. Your ability to communicate effectively helps you effectively command a confidence in the technology, and help you influence others. A key differentiator, you know Data Centers, and you know what it takes to help customers achieve their business needs.  Our minimum requirements for this role:   5+ years of technical presales experience. Working knowledge of Data Center environments Ability to travel in order to meet client demands required. Ensure success of customer proof-of-concepts (POCs). Flexible, dependable, and capable of quickly learning new products and technologies. Ability to motivate, train and conduct seminars to increase Data Center revenues. Excellent written and verbal communication, listening, negotiation and presentation skills. Must be a self-starter effective in working independently and in a team setting.    Display original ad",06.11.2019
Data Architect,System Architect,2019-11-16,QualySense AG,Glattbrugg,100%,Position with responsibilities,"System ArchitectSYSTEM ARCHITECT Job Reference Number: QSCH2019JB291Location: Switzerland, Zurich-GlattbruggDate: March 2019 Join the QualySense Journey QualySense, a young Swiss company, is reinventing the global soft commodity market by pioneering the proprietaryQSorter® technology, a sophisticated high-speed single-kernel robot, which measures the compositional andphysical quality of each grain and sorts it accordingly. The QSorter is the result of outstanding R&D in the field ofsensing, mechatronics, biochemistry, data processing and life science along with world-known partners such as theUnited States Department of Agriculture, EMPA, Agroscope, and ETH. The QSorter analyzes grains at very highspeed by means of Near Infrared spectroscopy and 2D/3D imaging. The company, founded in 2010, has beenawarded a number of prestigious prizes. We commit to bringing excellence in nutrition, health and safety to peopleall over the world and we are looking for talents that can help us achieving our mission.(Video: https://www.youtube.com/watch?v=uxhbALd3XIQ). Challenge Description Our Software Development Organization team is growing! We are currently seeking a System Architect tosupervise and expand our product platform software architecture so that current and future performance andscalability are achievable for our QSorter® products.In this position you will be responsible of defining the strategy for the further development of a stable and modularsoftware platform to support QualySense expanding analytical and sorting solutions. In this process you willsupervise and drive the configuration management workflow and interface design so to guarantee flexibility,modularity, quality and a faster Go-to-Market approach.We are seeking a strong communicator able to build bridges between the different technical areas and able tounderstand the big-picture and benefits that our product is providing to our various customer segments. TheSystem Architect we are looking for is someone that has passion for quality, an unparallel level of abstract thinking,focused on efficiency and performance, very well organized and structured and – last but not least - thrilled byworking in an environment characterized by a strong acceleration in business development.If you are seeking a new challenge, come join our team and make it stellar! Your Major Tasks   Consult with product owners/business partners to define requirements and software design. Evaluatefeasibility and make recommendations, considering things such as customer requirements, time limitations,system limitations. Design and develop high-quality, secure, and scalable software application architecture that seamlesslyintegrates to the mechatronics and application layers of our product in order to satisfy customerrequirements, both internal and external Perform design, toll selection, standards setting, coding, debugging, testing and troubleshooting throughoutthe software frameworks development process Architect and adapt code for use on one or more QSorter® platforms Identify, prioritize, assign and track progress of product life cycle Use of standardized concepts for documentation (Enterprise Architect EA) and information sharing  QualySense AG - Unterrietstrasse 2A, 8152 Glattbrugg Switzerlandwww.qualysense.com  Perform risk analysis at the system level and highlight critical areas impacted by change requests in orderto guarantee maximum quality and product reliability Analyze enterprise specifics and integration requirements Create solution prototypes Participate in technology selection Participate in software (PLC/Embedded/WebApps) design and review Participate in code design and review Oversee solution development with internal and external teams & partners   Your Climbing Kit   5+ years of broad software developer/software architect experience in industrial projects addressingcomplex automated devices (scientific instruments, machine automation, medical devices, industrialmachines) A minimum of a BS in Computer Science or related field or equivalent experience Expert knowledge of architecting, developing, maintaining and debugging software systems, particularly onmachine/instruments with remote updates. Proficiency in software engineering tools including version control and issue tracking Expertise in configurable platform development supporting multiple product lines Good understanding and experience with Cloud Platforms, embedded systems, device & communicationprotocols (Modbus, CANbus, Zigbee, BLE, LoRA, SigFox, etc) Working knowledge of Industrial IOT and loT principles, principally in designing cloud-based, service-oriented solutions Good knowledge of security and security-related best practices Analytical thinker - able to simplify complex problems, processes or projects into component parts exploreand evaluate them systematically Strategic thinker – able to identify a vision along with the plans, which need to be implemented to meetthe end goal, evaluating situations, decisions and issues in the short and long term Influencing and persuading - able to present sound and well-reasoned arguments to convince others -adapts to the situation and can draw from a range of strategies to persuade people in a way that resultsin agreement toward a plan or goal Experience in leading (a) Community of Practice team (s) Uncommon enthusiasm and drive for results and teamwork Fluent English (written and spoken), German basics Familiarity with Agile Frameworks (e.g. Scrum and Kanban) Languages: C++, Matlab, Python, Scripting and Scripting Automation Familiarity with Cloud Services and Web Application development are valuable assets EU/EFTA citizens or valid Swiss working permit   Offered Benefits   Possibility to help shaping the company culture and making QualySense an international success story.Our story! Be part of a multidisciplinary, multicultural, highly-motivated and committed team Opportunity to see a direct impact of your work on our products, customers and industry Direct work and interaction with all employees and the executive team of the company A market competitive salary plus bonus incentives for individual and team achievements  QualySense AG - Unterrietstrasse 2A, 8152 Glattbrugg Switzerlandwww.qualysense.com  Opportunity to learn and educate yourself by interacting with our experts from different fields or byattending courses which you are highly encouraged to propose A chance to contribute your ideas and exchange feedback in an open minded and supportive environment Enjoy the best coffee ever, a rooftop terrace with grill and participate in our weekly sports and get-together events  If you feel attracted by the challenge and you meet the requirements, Mr. Riccardo Tediosi would be happy toreview your application. It must be written in English and sent to jobs@qualysense.com in a PDF format, mentioningthe job reference number on top of this page. Incomplete applications will not be considered. QualySense AG - Unterrietstrasse 2A, 8152 Glattbrugg Switzerlandwww.qualysense.comDisplay original ad",29.03.2019
Data Architect,Domain Architect - Medical & Digital,2019-11-16,Novartis AG,Basel,100%,Position with responsibilities,"Domain Architect - Medical & Digital   Back to Previous Page     Job ID277732BR  Position TitleDomain Architect - Medical & Digital    Apply to Job    Job Description 20 years of untapped data waiting to be explored. The digital revolution is changing everything, especially in pharmaceuticals, and Novartis has embraced a bold strategy to drive a company-wide digital transformation. Position purpose Take responsibility for the overall standards and direction of architecture in the medical and digital domain Major accountabilities • Set overall standards and direction in the business/technical domain, ensuring the right IT investments are made• Elaborate the domain architecture’s baseline, target architecture, and roadmap covering capabilities, applications and platforms, services, information and data, technologies, etc. and architecture-relevant relations among these• Determine domain architecture-significant drivers (e.g. vision, strategy, objectives)• Communicate standards for a given architecture domain• Elaborate domain-specific Reference Architecture, including architecture taxonomy, architecture patterns and principles, solution architecture adoption guides, etc.• Estimate solution architecture, design, and development efforts for projects and to suggest and compile the required resources and assigning responsibilities connected to a defined time schedule• Guide the solution architects for the domain, and perform the required solution architecture reviews, following the governance defined by Enterprise Architecture• Incorporate digital and data technology directions into solution architecture design.• Assure that the key solutions of the domain (enterprise standard, cross division or division standards) have a documented architecture (Architecture Handbook) stored in a common repository serviced by Architecture Governance.• Analyze wider industry trends and best practice to identify best-in-class IT and direction• Identify opportunities to improve architecture domain (e.g. opportunities to reduce redundancy, consolidate applications and platforms, improve operational deficiencies, close existing capability gaps, etc.)• Support with RfP developments• Take accountability to ensure adherence with Security and Compliance policies and procedures within domain architecture scope• Communicate and explain selected aspects of the areas TRD, Clinical, Safety and Regulatory architecture to support the Medical & Digital office and business development initiatives to the appropriate stakeholder groups        Minimum requirements First degree in Computer Science or Engineering required.A postgraduate degree in a technical or business-related field would be beneficial.Business fluent in English (written and spoken)• 15-20 years’ experience performing architecture design, end to end solution delivery, implementing IT process improvement.• Experience designing solution architecture with on-premise, AWS, and Azure Cloud infrastructure and SaaS applications• Experience in digital technology (e.g. data, robotics, cognitive) development domain architecture design• Experience in working in projects that are using Agile and DevOps best practices WHY CONSIDER NOVARTIS?750 million. That’s how many lives our products touch. And while we’re proud of that fact, in this world of digital and technological transformation, we must also ask ourselves this: how can we continue to improve and extend even more people’s lives? We believe the answers are found when curious, courageous and collaborative people like you are empowered to ask new questions, make bolder decisions and take smarter risks. We are Novartis. Join us and help us reimagine medicine.     DivisionNBS  Business UnitIT NBS  LocationSwitzerland  SiteBasel  Company/Legal EntityNovartis Pharma AG  Functional AreaInformation Technology  Job TypeFull Time  Employment TypeRegular       Apply to Job     Access Job Account                  TwitterTweet      FacebookShare   Share    Twitter     Facebook     LinkedIn     Email     Whatsapp      Jump to Comments     Print      Display original ad",23.09.2019
Data Architect,Business and Integration Architect,2019-11-16,Scandit AG,Zürich,100%,Position with responsibilities,"Business and Integration Architect  Scanditis a high-growth tech startup from Switzerland with offices in Zurich, San Francisco, Boston, Warsaw, London and Tampere. Our technology for recognizing any barcode with any standard mobile phone is leading in the market today and is used on hundreds of millions of mobile devices. To see our software in action, check out our videos. As a Business and Integration Architect, you will be responsible for supporting the rapid growth of our business by ensuring tight alignment of Scandit’s IT with the needs of the various business functions. You will work closely with application owners and our software engineering team to achieve a high degree of integration of our different IT applications, and you will collaborate with our operations team to maximize the benefits of our IT for our business processes. In the highly dynamic, growth-oriented environment that our global scaleup company represents, you are constantly looking to improve the status quo. You assume overall responsibility for the integration of Scandit’s IT infrastructure, and you thrive in creating business value through a pragmatic approach.  Take a look at how we use CV and AR for enterprise applications:     What You Will Do   Identify business requirements and deliver end-to-end IT solutions Lead projects involving stakeholders such as application owners, our in-house software development teams and our operations team Design, document and implement data flows, data stores, applications and processes to support Scandit’s business goals Review and improve existing application integrations to create additional value for the business Establish and oversee architecture management processes Ensure a coherent, company-wide data architecture across applications Monitor overall quality of Scandit’s IT architecture (e.g., quality of integrations, quality of data held by different applications, etc.) Determine the root cause of quality issues and resolve them in collaboration with affected stakeholders Produce and maintain detailed documentation artifacts   Who You Are   Bachelor’s or Master’s degree in computer science, business informatics (“Wirtschaftsinformatik”), business information technology, management information systems or a related field Strong business orientation At least 3 years of experience as a software developer or in an architecture- or data management-related IT role Experience in business analysis or project management is a plus Sound understanding of relational database modeling and of enterprise integration patterns Working knowledge of SQL Strong written, spoken and visual communication skills (English is required, German is a plus) Pragmatic, hands-on personality with attention to detail and high quality standards Strong motivation, drive and customer orientation Willingness to work in an agile / scrum environment     What We Offer   A highly skilled and helpful team of international researchers, scientists and engineers to work with Dive into the exciting start-up world and learn on the job where you can use cutting-edge technologies and state-of-the-art hardware (such as a UR robot, Microsoft Hololens, Vuzix, Google Glass, etc.) Work from our cool space in the heart of Zurich while interacting closely with your global colleagues Hackathons, Christmas fondue parties, company outings and other regular events Flexible working hours     About Scandit   Scanditenables enterprises and consumers to change the way they interact with everyday objects and augment the physical world with real-time data captured by scanning barcodes and recognizing text, objects, and other visual identifiers using smartphones, tablets, wearables, drones and robots.  Scandit’s mobile data capture platform is built on proprietary computer vision, augmented reality, and machine learning technologies. Companies in industries such as retail, transportation & logistics, manufacturing, and healthcare can use Scandit’s technology to create and power mobile apps for crucial enterprise workflows like mobile point of sale, mobile shopping, self-checkout, inventory management, and proof of delivery. Display original ad",17.09.2019
Data Architect,Technical Architect Centre of Excellence,2019-11-16,Avanade Schweiz GmbH,Schweiz,100%,Position with responsibilities,"Technical Architect Centre of Excellence  Land: Schweiz   Städte: Basel, Daeniken, Geneva, St. Gallen, Zurich   Kompetenzbereich: Analytics  Stellenbeschreibung   As a Technical Architect, Centre of Excellence at Avanade, you will use comprehensive modern data engineer techniques and methods with Advanced Analytics to support business decisions for Avanade clients. You can collect, aggregate, and analyse structured/unstructured data from multiple internal and external sources and patterns, insights, and trends to decision-makers. Your goal is to support the use of data-driven insights to help our Clients achieve business outcomes and objectives.     In this role, you will collect, aggregate, store, and reconcile data in support of Client business decisions. You will help design and build data pipelines, data streams, reporting tools, information dashboards, data service APIs, data generators and other end-user information portals and insight tools. You will be a critical part of the data supply chain, ensuring that stakeholders can access and manipulate data for routine and ad hoc analysis to drive business outcomes using Advanced Analytics           Day-to-day, you will:       • Translate business requirements to technical solutions leveraging strong business acumen. • Analyze current business practices, processes and procedures as well as identifying future business opportunities for leveraging Microsoft Azure Data & Analytics PaaS Services. • Support the planning and implementation of data design services, providing sizing and configuration assistance and performing needs assessments. • Deliver of architectures for transformations and modernizations of enterprise data solutions using Azure cloud data technologies. • Design and Build Modern Data Pipelines and Data Streams. • Design and Build Data Service APIs. • Develop and maintain data warehouse schematics, layouts, architectures and relational/non-relational databases for data access and Advanced Analytics. • Expose data to end users using PowerBI, Azure API Apps or any other modern visualization platform or experience. • Implement effective metrics and monitoring processes. • Travel as needed             Your technical and non-technical skills include:       • Demonstrated experience of turning business use cases and requirements to technical solutions. • Experience in business processing mapping of data and analytics solutions. • Ability to conduct data profiling, cataloguing, and mapping for technical design and construction of technical data flows.   • The ability to apply such methods to solve business problems using one or more Azure Data and Analytics services in combination with building data pipelines, data streams, and system integration. • Mastery of .NET C# and T-SQL with the familiarity of U-SQL is required • Knowledge of Azure Data Factory, Azure Data Lake, Azure SQL DW, and Azure SQL, Azure App Service is required. • Azure IoT, Azure HDInsight + Spark, Azure Cosmos DB, Azure Databricks, Azure Stream Analytics is a plus.   • Knowledge of Python is a plus. • Experience preparing data for Data Science and Machine Learning. • Experience preparing data for use in Azure Machine Learning and/or Azure Databricks is a plus. • Demonstrated experience preparing data and building data pipelines for AI Use Cases (text, voice, image, etc.…).   • Designing and building Data Pipelines using streams of IOT data. • Knowledge of Lambda and Kappa architecture patterns. • Knowledge of Master Data Management (MDM) and Data Quality tools and processes • Strong team collaboration and experience working with remote teams. • Knowledge of Dev-Ops processes (including CI/CD) and Infrastructure as code fundamentals. • Working experience with Visual Studio, PowerShell Scripting, and ARM templates. • Experience with Git/TFS/VSTS is a must.         Preferred Certifications:         MCAD .NET, MCSD .NET, MCDBA       Preferred Education Background:       You likely possess MS/ Ph.D. in a quantitative field such as computer science, applied mathematics, statistics, or machine learning. An equivalent combination of education and experience will also suffice.         Preferred Years of Work Experience:         You likely have about 5-7 years of relevant professional experience.         Nature of Work:        · Creates and implements work plans for assigned projects, programs, and clients against established operational objectives; supports translation of group strategy into objectives and work plans. · Scope of Work: Provides operational leadership for large-scale, strategically critical work efforts requiring significant coordination. · Complexity: Complex problems that span work domains and require continual alignment to internal and external business issues to deliver expected results across groups. · Discretion: Wide latitude in approach to work, including the ability to reshape work plans, guided by professional best practices and domain expertise. · Organizational Impact: Work efforts have a significant impact on near- and medium-term Avanade and client operations. If client-facing should contribute to client-relationship and sales outcomes. · Supervision Received: Works independently, with occasional validation of work efforts against strategic and operational objectives. Significant latitude in judgment & approach. · Supervision Provided: Mentors and manages work efforts of more junior colleagues and team members as required by various workstreams; may formally supervise work of project teams. If managing team(s) of more junior employees full-time, then refer to the People & Business Leadership levelling criteria. Often serves as Career Advisor. · Knowledge Applied: Applies advanced knowledge of learned occupation/discipline and strong business operational acumen.          Jetzt bewerben  Dieses Stelleangebot teilen:TeilenFacebook Twitter Email  Über Avanade Avanade ist ein führender Anbieter von digitalen Services, Geschäftslösungen sowie designorientierten Anwendungen. Unsere Spezialisten entwickeln auf Basis des Microsoft-Ökosystems für jeden einzelnen Kunden die optimale Lösung. Unsere Experten kombinieren technologisches und unternehmerisches Know-how mit einem umfassenden Branchenwissen, um genau die Lösungen zu entwickeln und umzusetzen, mit denen unsere Kunden sowie deren Kunden die gewünschten Ergebnisse erreichen. Die 29.000 Mitarbeiter von Avanade arbeiten gemeinsam in einem digitalen Netzwerk, das sich über 23 Länder erstreckt, an innovativen Ansätzen, die unsere Diversität und unsere Verantwortung in der jeweiligen Region widerspiegeln. Wir heißen jeden mit offenen Armen willkommen und suchen talentierte Menschen, die mit ganzem Herzen bei der Arbeit sind, offene Teams aufbauen und die Vielfalt innerhalb und außerhalb der Organisation fördern. Avanade wurde im Jahr 2000 von Accenture LLP und der Microsoft Corporation gegründet. Heute gehört das Unternehmen mehrheitlich Accenture. Erfahren Sie mehr auf www.avanade.com.  Display original ad",17.09.2019
Data Architect,Senior Security Engineer & Architect,2019-11-16,InfoGuard AG,Baar,100%,Position with responsibilities,"Senior Security Engineer & Architect job@infoguard.ch / +41 41 749 19 31). Bitte beachten Sie, dass wir nur Bewerbungen berücksichtigen, die über unsere eigene Website eingereicht werden.",03.12.2018
Data Architect,Managed Security Service Platform Architect,2019-11-16,InfoGuard AG,Baar,100%,Position with responsibilities,"Managed Security Service Platform Architect job@infoguard.ch / +41 41 749 19 31). Bitte beachten Sie, dass wir nur Bewerbungen berücksichtigen, die über unsere eigene Website eingereicht werden.",07.10.2019
